Prefijo;Descripcion;Modalidad
382515604;CHILECITO;CPP
383215435;RECREO (PROV.  CATAMARCA);CPP
383215436;RECREO (PROV.  CATAMARCA);CPP
383215437;RECREO (PROV.  CATAMARCA);CPP
383215438;RECREO (PROV.  CATAMARCA);CPP
383215439;RECREO (PROV.  CATAMARCA);CPP
383215492;RECREO (PROV.  CATAMARCA);CPP
383515496;ANDALGALA;CPP
383515498;ANDALGALA;CPP
383515499;ANDALGALA;CPP
383515500;ANDALGALA;CPP
383515501;ANDALGALA;CPP
383515502;ANDALGALA;CPP
383515503;ANDALGALA;CPP
383515504;ANDALGALA;CPP
383715414;TINOGASTA;CPP
383715415;TINOGASTA;CPP
383715416;TINOGASTA;CPP
383715417;TINOGASTA;CPP
383715418;TINOGASTA;CPP
383715419;TINOGASTA;CPP
38541548;FRIAS;CPP
38581551;TERMAS DE RIO HONDO;CPP
38581552;TERMAS DE RIO HONDO;CPP
38631558;MONTEROS;CPP
386315590;MONTEROS;CPP
386315591;MONTEROS;CPP
386315592;MONTEROS;CPP
386315593;MONTEROS;CPP
386315594;MONTEROS;CPP
38651523;CONCEPCION (PROV. TUCUMAN);CPP
38651524;CONCEPCION (PROV. TUCUMAN);CPP
38651525;CONCEPCION (PROV. TUCUMAN);CPP
386815430;CAFAYATE;CPP
386815431;CAFAYATE;CPP
386815432;CAFAYATE;CPP
38731533;TARTAGAL (PROV.  SALTA);CPP
38731534;TARTAGAL (PROV.  SALTA);CPP
38731535;TARTAGAL (PROV.  SALTA);CPP
38731536;TARTAGAL (PROV.  SALTA);CPP
38781535;ORAN;CPP
38781536;ORAN;CPP
38781537;ORAN;CPP
38861563;LIBERTADOR GENERAL SAN MARTIN;CPP
38861564;LIBERTADOR GENERAL SAN MARTIN;CPP
38881550;SAN PEDRO (PROV.  JUJUY);CPP
388815632;SAN PEDRO (PROV.  JUJUY);CPP
388815633;SAN PEDRO (PROV.  JUJUY);CPP
388815634;SAN PEDRO (PROV.  JUJUY);CPP
388815635;SAN PEDRO (PROV.  JUJUY);CPP
388815636;SAN PEDRO (PROV.  JUJUY);CPP
388815637;SAN PEDRO (PROV.  JUJUY);CPP
388815638;SAN PEDRO (PROV.  JUJUY);CPP
388815639;SAN PEDRO (PROV.  JUJUY);CPP
38881564;SAN PEDRO (PROV.  JUJUY);CPP
226215314;PIERES;CPP
226215316;PIERES;CPP
226215317;PIERES;CPP
226215318;PIERES;CPP
226215319;PIERES;CPP
228115681;CHILLAR;CPP
228115682;CHILLAR;CPP
228115683;CHILLAR;CPP
228115684;CHILLAR;CPP
228415201;SIERRAS BAYAS;CPP
228415399;SIERRAS BAYAS;CPP
230215368;BERNARDO LARROUDE;CPP
230215379;BERNARDO LARROUDE;CPP
232615494;VILLA LIA;CPP
233615496;VILLA HUIDOBRO;CPP
22115300;LA PLATA;CPP
22115301;LA PLATA;CPP
22115302;LA PLATA;CPP
22115693;LA PLATA;CPP
22115694;LA PLATA;CPP
22115695;LA PLATA;CPP
22115696;LA PLATA;CPP
22115697;LA PLATA;CPP
22115698;LA PLATA;CPP
22115699;LA PLATA;CPP
22521546;SAN CLEMENTE DEL TUYU;CPP
2252459;SAN CLEMENTE DEL TUYU;MPP
22461554;SANTA TERESITA;CPP
2246539;SANTA TERESITA;MPP
261152113;SAN JOSE (PROV.  MENDOZA, DTO. LAVALLE);CPP
262215629;TUPUNGATO;CPP
262215628;TUPUNGATO;CPP
262215630;TUPUNGATO;CPP
262215631;TUPUNGATO;CPP
262215632;TUPUNGATO;CPP
265715266;JUSTO DARACT;CPP
29115532;TORNQUIST;CPP
295415269;CATRILO;CPP
295415270;CATRILO;CPP
297155212;CALETA OLIVIA;CPP
297155213;CALETA OLIVIA;CPP
298154814;GENERAL ROCA (PROV.  RIO NEGRO);CPP
336154261;SAN NICOLAS;CPP
338515500;GENERAL LEVALLE;CPP
338815511;AMEGHINO;CPP
3412361;ROSARIO;MPP
34115247;VILLA GOBERNADOR GALVEZ;CPP
344615347;LARROQUE;CPP
344615348;LARROQUE;CPP
344615350;LARROQUE;CPP
345515479;DOMINGUEZ;CPP
346715522;MONTE BUEY;CPP
347615340;MACIEL;CPP
347615341;MACIEL;CPP
352115460;ISCHILIN;CPP
35254905;AGUA DE ORO (PROV. CORDOBA, DTO. COLON);SBT
352515610;COLONIA CAROYA;CPP
352515611;COLONIA CAROYA;CPP
353215436;LAS JUNTURAS;CPP
354615519;VILLA GENERAL BELGRANO;CPP
354715608;DESPE?ADEROS;CPP
354715609;DESPE?ADEROS;CPP
354715610;DESPE?ADEROS;CPP
354815593;LA CUMBRE;CPP
354915506;VILLA DE SOTO;CPP
228115680;CHILLAR;CPP
228415200;SIERRAS BAYAS;CPP
228415202;SIERRAS BAYAS;CPP
228415203;SIERRAS BAYAS;CPP
22115670;LA PLATA;CPP
230215369;BERNARDO LARROUDE;CPP
231415541;HENDERSON;CPP
294215625;ALUMINE;CPP
347615342;MACIEL;CPP
354915526;VILLA DE SOTO;CPP
354915527;VILLA DE SOTO;CPP
354915528;VILLA DE SOTO;CPP
29411552;GENERAL ROCA (PROV.  RIO NEGRO);CPP
231415542;HENDERSON;CPP
297155210;CALETA OLIVIA;CPP
297155211;CALETA OLIVIA;CPP
297155214;CALETA OLIVIA;CPP
357115662;ALMAFUERTE (PROV.  CORDOBA);CPP
357115663;ALMAFUERTE (PROV.  CORDOBA);CPP
357115664;ALMAFUERTE (PROV.  CORDOBA);CPP
357115665;ALMAFUERTE (PROV.  CORDOBA);CPP
357115666;ALMAFUERTE (PROV.  CORDOBA);CPP
357215592;PILAR (PROV.  CORDOBA);CPP
357215593;PILAR (PROV.  CORDOBA);CPP
357315442;LUQUE;CPP
357615482;EL TIO;CPP
358215443;SAMPACHO;CPP
358315444;MATTALDI;CPP
358415438;SANTA EUFEMIA;CPP
35815504;GENERAL DEHEZA;CPP
3717478;FORMOSA;MPP
372267;RESISTENCIA;SBT
3822484;LA RIOJA;MPP
382515564;FAMATINA;CPP
383215494;ESQUIU;CPP
383215495;ESQUIU;CPP
383215496;ESQUIU;CPP
3833496;CATAMARCA;MPP
383154838;CATAMARCA;CPP
383154839;CATAMARCA;CPP
383154841;CATAMARCA;CPP
383515444;BELEN;CPP
383515445;BELEN;CPP
383515446;BELEN;CPP
383515447;BELEN;CPP
383715409;FIAMBALA;CPP
383715410;FIAMBALA;CPP
383715411;FIAMBALA;CPP
383715412;FIAMBALA;CPP
385415454;CHOYA (PROV. SANTIAGO DEL ESTERO);CPP
38515534;CLODOMIRA;CPP
386315548;MONTEROS;CPP
386515386;JUAN BAUTISTA ALBERDI;CPP
386515387;JUAN BAUTISTA ALBERDI;CPP
386515388;JUAN BAUTISTA ALBERDI;CPP
386515389;JUAN BAUTISTA ALBERDI;CPP
386815418;CACHI;CPP
261152112;SAN JOSE (PROV.  MENDOZA, DTO. LAVALLE);CPP
261152114;SAN JOSE (PROV.  MENDOZA, DTO. LAVALLE);CPP
357515416;LA PARA;CPP
357215594;PILAR (PROV.  CORDOBA);CPP
2204149;GENERAL LAS HERAS;SBT
294215626;ALUMINE;CPP
354715611;DESPE?ADEROS;CPP
354715612;DESPE?ADEROS;CPP
3833469;CATAMARCA;MPP
386315549;MONTEROS;CPP
357615481;EL TIO;CPP
357615483;EL TIO;CPP
357615484;EL TIO;CPP
357615485;EL TIO;CPP
265715262;JUSTO DARACT;CPP
383154840;CATAMARCA;CPP
383154842;CATAMARCA;CPP
385415455;CHOYA (PROV. SANTIAGO DEL ESTERO);CPP
385415456;CHOYA (PROV. SANTIAGO DEL ESTERO);CPP
352115461;ISCHILIN;CPP
234215548;MECHITA;CPP
33615427;SAN NICOLAS;CPP
2627440;SAN RAFAEL (PROV. MENDOZA);SBT
352415416;SIMBOLAR (PROV.  CORDOBA);CPP
3722474;RESISTENCIA;SBT
354615520;VILLA GENERAL BELGRANO;CPP
382515561;FAMATINA;CPP
226615524;LAS PIEDRITAS;CPP
382615440;OLTA;CPP
352515612;COLONIA CAROYA;CPP
358154720;RIO CUARTO;CPP
388815631;SAN PEDRO (PROV.  JUJUY);CPP
2922438;CORONEL PRINGLES;SBT
22115673;LA PLATA;CPP
354915529;VILLA DE SOTO;CPP
22931535;TANDIL;CPP
3482353;RECONQUISTA;SBT
22931537;TANDIL;CPP
229315542;TANDIL;CPP
220491;MARIANO ACOSTA;SBT
386515390;JUAN BAUTISTA ALBERDI;CPP
357215595;PILAR (PROV.  CORDOBA);CPP
112194;AMBA;SBT
112195;AMBA;SBT
112196;AMBA;SBT
112197;AMBA;SBT
112198;AMBA;SBT
112199;AMBA;SBT
112200;AMBA;SBT
112201;AMBA;SBT
112202;AMBA;SBT
112203;AMBA;SBT
2204215;MERLO (PROV.  BUENOS AIRES);SBT
2204216;MERLO (PROV.  BUENOS AIRES);SBT
2204217;MERLO (PROV.  BUENOS AIRES);SBT
2204218;MERLO (PROV.  BUENOS AIRES);SBT
2204219;MERLO (PROV.  BUENOS AIRES);SBT
221663;LA PLATA;SBT
221664;LA PLATA;SBT
223653;MAR DEL PLATA;SBT
223654;MAR DEL PLATA;SBT
223655;MAR DEL PLATA;SBT
2613806;LUJAN DE CUYO;SBT
2613807;LUJAN DE CUYO;SBT
2613808;LUJAN DE CUYO;SBT
2613809;LUJAN DE CUYO;SBT
2613950;MAIPU (PROV.  MENDOZA);SBT
2613951;MAIPU (PROV.  MENDOZA);SBT
2613952;MAIPU (PROV.  MENDOZA);SBT
2613953;MAIPU (PROV.  MENDOZA);SBT
261396;MENDOZA;SBT
261397;MENDOZA;SBT
261398;MENDOZA;SBT
291529;BAHIA BLANCA;SBT
2915209;BAHIA BLANCA;SBT
297518;COMODORO RIVADAVIA;SBT
299599;NEUQUEN;SBT
341238;ROSARIO;SBT
341239;ROSARIO;SBT
341240;ROSARIO;SBT
341241;ROSARIO;SBT
3412367;ROSARIO;SBT
3412368;ROSARIO;SBT
3412369;ROSARIO;SBT
342580;SANTA FE;SBT
342581;SANTA FE;SBT
3436332;PARANA;SBT
3436333;PARANA;SBT
3436334;PARANA;SBT
3436335;PARANA;SBT
3436336;PARANA;SBT
351726;CORDOBA;SBT
351727;CORDOBA;SBT
351728;CORDOBA;SBT
351729;CORDOBA;SBT
3517247;CORDOBA;SBT
3517248;CORDOBA;SBT
3517249;CORDOBA;SBT
387620;SALTA;SBT
3876090;SALTA;SBT
3876091;SALTA;SBT
3876092;SALTA;SBT
3876093;SALTA;SBT
3876094;SALTA;SBT
2323320;LUJAN (PROV.  BUENOS AIRES);SBT
2323321;LUJAN (PROV.  BUENOS AIRES);SBT
2323322;LUJAN (PROV.  BUENOS AIRES);SBT
2323323;LUJAN (PROV.  BUENOS AIRES);SBT
2323324;LUJAN (PROV.  BUENOS AIRES);SBT
2634269;SAN MARTIN (PROV.  MENDOZA);SBT
2634290;SAN MARTIN (PROV.  MENDOZA);SBT
2634291;SAN MARTIN (PROV.  MENDOZA);SBT
3364265;SAN NICOLAS;SBT
3364266;SAN NICOLAS;SBT
3364267;SAN NICOLAS;SBT
3364268;SAN NICOLAS;SBT
3364269;SAN NICOLAS;SBT
3489318;CAMPANA;SBT
3489319;CAMPANA;SBT
3489327;CAMPANA;SBT
3489328;CAMPANA;SBT
3489329;CAMPANA;SBT
3624961;RESISTENCIA;SBT
3764914;POSADAS;SBT
3794975;CORRIENTES;SBT
232615495;VILLA LIA;CPP
3412366;ROSARIO;MPP
2613802;MENDOZA;MPP
294215627;ALUMINE;CPP
2326446;SAN ANTONIO DE ARECO;SBT
22115675;LA PLATA;CPP
26115212;SAN JOSE (PROV.  MENDOZA, DTO. LAVALLE);CPP
354415532;MINA CLAVERO;CPP
2966359;RIO GALLEGOS;SBT
11147;ANSES;Especial
11112;Especiales;Especial
11136;Especiales;Especial
221105;Especiales;Especial
221110;Especiales;Especial
221112;Especiales;Especial
221114;Especiales;Especial
221130;Especiales;Especial
223102;Especiales;Especial
223108;Epeciales;Especial
2268102;Especiales;Especial
2291102;Especiales;Especial
230107;Especiales;Especial
2320107;Especiales;Especial
2320911;Especiales;Especial
2322100;Especiales;Especial
2322101;Especiales;Especial
2322103;Especiales;Especial
2322107;Especiales;Especial
2322911;Especiales;Especial
2323100;Especiales;Especial
2323101;Especiales;Especial
2323107;Especiales;Especial
237100;Especiales;Especial
237101;Especiales;Especial
237102;Especiales;Especial
237103;Especiales;Especial
237107;Especiales;Especial
237911;Especiales;Especial
261101;Especiales;Especial
261102;Especiales;Especial
261113;Especiales;Especial
261911;Especiales;Especial
2627100;Especiales;Especial
2627101;Especiales;Especial
2627103;Especiales;Especial
2627107;Especiales;Especial
2627911;Especiales;Especial
264100;Especiales;Especial
264101;Especiales;Especial
264102;Especiales;Especial
264103;Especiales;Especial
264105;Especiales;Especial
264107;Especiales;Especial
264911;Especiales;Especial
2657103;Especiales;Especial
291147;Especiales;Especial
2920102;Especiales;Especial
298147;Especiales;Especial
2983100;Especiales;Especial
2983101;Especiales;Especial
2983102;Especiales;Especial
2983103;Especiales;Especial
2983107;Especiales;Especial
2983911;Especiales;Especial
299107;Especiales;Especial
299147;Especiales;Especial
341112;Especiales;Especial
341114;Especiales;Especial
341130;Especiales;Especial
341911;Especiales;Especial
351112;Especiales;Especial
351114;Especiales;Especial
351130;Especiales;Especial
3717107;Especiales;Especial
3722131;Especiales;Especial
26415560;SAN JUAN;CPP
3476335;ROSARIO;SBT
336154280;SAN NICOLAS;CPP
265715263;JUSTO DARACT;CPP
38715540;SALTA;CPP
358215444;SAMPACHO;CPP
357315443;LUQUE;CPP
345515480;DOMINGUEZ;CPP
2942622;ZAPALA;SBT
112047;AMBA;MPP
11152227;AMBA;CPP
380154841;LA RIOJA;CPP
3517210;CORDOBA;SBT
3517211;CORDOBA;SBT
2984293;GENERAL ROCA (PROV.  RIO NEGRO);SBT
11152228;AMBA;CPP
11152229;AMBA;CPP
22115672;LA PLATA;CPP
226615525;LAS PIEDRITAS;CPP
2964594;RIO GRANDE (PROV.  TIERRA DEL FUEGO);SBT
262515534;BOWEN;CPP
262515535;BOWEN;CPP
262515536;BOWEN;CPP
262515537;REAL DEL PADRE;CPP
262515539;CARMENSA;CPP
262515538;REAL DEL PADRE;CPP
233815419;LUAN TORO;CPP
265615457;CONCARAN;CPP
293415536;MINISTRO RAMOS MEXIA;CPP
348215355;LAS TOSCAS (PROV. SANTA FE);CPP
371815670;MISION TACAAGLE;CPP
375115642;MONTECARLO;CPP
377415457;SAUCE;CPP
382715498;LOS ROBLES;CPP
385815476;POZO HONDO;CPP
388715477;ABRA PAMPA;CPP
231715565;9 DE JULIO (PROV.  BUENOS AIRES);CPP
235215515;CHACABUCO;CPP
26415561;SAN JUAN;CPP
265715264;JUSTO DARACT;CPP
29415490;SAN CARLOS DE BARILOCHE;CPP
298315678;TRES ARROYOS;CPP
2345530;25 DE MAYO (PROV.  BUENOS AIRES);SBT
290215455;28 DE NOVIEMBRE;CPP
290215453;28 DE NOVIEMBRE;CPP
290215454;28 DE NOVIEMBRE;CPP
2392660;30 DE AGOSTO;SBT
239215685;30 DE AGOSTO;CPP
239215686;30 DE AGOSTO;CPP
2317549;9 DE JULIO (PROV.  BUENOS AIRES);SBT
388715478;ABRA PAMPA;CPP
388715479;ABRA PAMPA;CPP
247715394;ACEVEDO;CPP
2983665;ADOLFO GONZALEZ CHAVES;SBT
298315683;ADOLFO GONZALEZ CHAVES;CPP
298315684;ADOLFO GONZALEZ CHAVES;CPP
298315682;ADOLFO GONZALEZ CHAVES;CPP
261152103;AGRELO;CPP
35254906;AGUA DE ORO (PROV. CORDOBA, DTO. COLON);SBT
386515385;AGUILARES;CPP
386515383;AGUILARES;CPP
386515384;AGUILARES;CPP
230215378;AGUSTONI;CPP
382715411;AIMOGASTA;CPP
382715412;AIMOGASTA;CPP
382715410;AIMOGASTA;CPP
234615644;ALBERTI;CPP
234615643;ALBERTI;CPP
343815416;ALCARAZ;CPP
343815498;ALCARAZ;CPP
343815496;ALCARAZ;CPP
343815497;ALCARAZ;CPP
222615566;ALEJANDRO PETION;CPP
222615569;ALEJANDRO PETION;CPP
222615568;ALEJANDRO PETION;CPP
222615567;ALEJANDRO PETION;CPP
222615565;ALEJANDRO PETION;CPP
353315497;ALICIA;CPP
353315499;ALICIA;CPP
353315498;ALICIA;CPP
230215376;ALTA ITALIA;CPP
294215629;ALUMINE;CPP
294215628;ALUMINE;CPP
294215618;ALUMINE;CPP
294215615;ALUMINE;CPP
294215617;ALUMINE;CPP
294215616;ALUMINE;CPP
377215572;ALVEAR;CPP
377215571;ALVEAR;CPP
377215570;ALVEAR;CPP
112048;AMBA;MPP
338815513;AMEGHINO;CPP
338815512;AMEGHINO;CPP
338815514;AMEGHINO;CPP
3835441;ANDALGALA;MPP
3835443;ANDALGALA;MPP
3835440;ANDALGALA;MPP
3835442;ANDALGALA;MPP
295415266;ANGUIL;CPP
3844516;A?ATUYA;MPP
3844519;A?ATUYA;MPP
3844518;A?ATUYA;MPP
3844517;A?ATUYA;MPP
2983666;APARICIO;SBT
298315692;APARICIO;CPP
387715513;APOLINARIO SARAVIA;CPP
387715514;APOLINARIO SARAVIA;CPP
387715512;APOLINARIO SARAVIA;CPP
343615461;ARANGUREN;CPP
343615462;ARANGUREN;CPP
235515582;ARENAZA;CPP
346415609;AREQUITO;CPP
346415608;AREQUITO;CPP
346415610;AREQUITO;CPP
346415611;AREQUITO;CPP
265815406;ARIZONA;CPP
347115318;ARMSTRONG;CPP
347115316;ARMSTRONG;CPP
347115314;ARMSTRONG;CPP
347115319;ARMSTRONG;CPP
347115317;ARMSTRONG;CPP
3471692;ARMSTRONG;SBT
3471693;ARMSTRONG;SBT
3471694;ARMSTRONG;SBT
346615418;AROCENA;CPP
346615417;AROCENA;CPP
346615419;AROCENA;CPP
385155334;ARRAGA;CPP
235315424;ARRIBE?OS;CPP
235315425;ARRIBE?OS;CPP
375815510;AZARA;CPP
228164;AZUL;SBT
2915203;BAHIA BLANCA;MPP
2915202;BAHIA BLANCA;MPP
293215591;BAJO HONDO;CPP
292015381;BALNEARIO EL CONDOR;CPP
293415537;BALNEARIO LAS GRUTAS;CPP
293415538;BALNEARIO LAS GRUTAS;CPP
385515418;BANDERA BAJADA;CPP
332915679;BARADERO;CPP
332915676;BARADERO;CPP
332915678;BARADERO;CPP
332915677;BARADERO;CPP
353715358;BELL VILLE;CPP
377715384;BELLA VISTA (PROV.  CORRIENTES);CPP
377715381;BELLA VISTA (PROV.  CORRIENTES);CPP
377715382;BELLA VISTA (PROV.  CORRIENTES);CPP
377715383;BELLA VISTA (PROV.  CORRIENTES);CPP
377715385;BELLA VISTA (PROV.  CORRIENTES);CPP
296615231;BELLA VISTA (PROV.  SANTA CRUZ);CPP
296615235;BELLA VISTA (PROV.  SANTA CRUZ);CPP
296615234;BELLA VISTA (PROV.  SANTA CRUZ);CPP
296615233;BELLA VISTA (PROV.  SANTA CRUZ);CPP
296615232;BELLA VISTA (PROV.  SANTA CRUZ);CPP
381153202;BELLA VISTA (PROV.  TUCUMAN);CPP
381153203;BELLA VISTA (PROV.  TUCUMAN);CPP
38115319;SAN MIGUEL DE TUCUMAN;CPP
381153204;BELLA VISTA (PROV.  TUCUMAN);CPP
381153201;BELLA VISTA (PROV.  TUCUMAN);CPP
381153200;SAN MIGUEL DE TUCUMAN;CPP
2395493;BELLOCQ;SBT
3327519;BENAVIDEZ;SBT
3327509;BENAVIDEZ;SBT
3327518;BENAVIDEZ;SBT
230215381;BERNARDO LARROUDE;CPP
230215380;BERNARDO LARROUDE;CPP
230215375;BERNARDO LARROUDE;CPP
2392661;BERUTTI;SBT
239215687;BERUTTI;CPP
292415418;BORDENAVE;CPP
343815433;BOVRIL;CPP
343815431;BOVRIL;CPP
343815432;BOVRIL;CPP
343815430;BOVRIL;CPP
384515417;BREA POZO;CPP
356215542;BRINKMANN;CPP
356215544;BRINKMANN;CPP
356215541;BRINKMANN;CPP
356215543;BRINKMANN;CPP
3562401;BRINKMANN;SBT
378115411;CAA CATI;CPP
378115412;CAA CATI;CPP
291155307;CABILDO;CPP
228115639;CACHARI;CPP
386815419;CACHI;CPP
386815489;CACHI;CPP
2395449;CADRET;SBT
388615588;CAIMANCITO;CPP
388615587;CAIMANCITO;CPP
388615586;CAIMANCITO;CPP
348315511;CALCHAQUI;CPP
348315509;CALCHAQUI;CPP
348315512;CALCHAQUI;CPP
348315510;CALCHAQUI;CPP
348315513;CALCHAQUI;CPP
29715520;CALETA OLIVIA;CPP
388615589;CALILEGUA;CPP
388615499;CALILEGUA;CPP
388615591;CALILEGUA;CPP
388615590;CALILEGUA;CPP
388615459;CALILEGUA;CPP
384615406;CAMPO GALLO;CPP
384615407;CAMPO GALLO;CPP
384615408;CAMPO GALLO;CPP
3404569;CAMPO PIAGGIO;SBT
387156225;CAMPO QUIJANO;CPP
387156226;CAMPO QUIJANO;CPP
387156227;CAMPO QUIJANO;CPP
387156098;CAMPO SANTO;CPP
387156097;CAMPO SANTO;CPP
387156096;CAMPO SANTO;CPP
375515386;CAMPO VIERA;CPP
375515387;CAMPO VIERA;CPP
375515385;CAMPO VIERA;CPP
265115418;CANDELARIA (PROV.  SAN LUIS);CPP
265115417;CANDELARIA (PROV.  SAN LUIS);CPP
340115504;CA?ADA ROSQUIN;CPP
340115503;CA?ADA ROSQUIN;CPP
2226564;CA?UELAS;SBT
232315326;CAPILLA DEL SE?OR;CPP
247815557;CAPITAN SARMIENTO;CPP
247815556;CAPITAN SARMIENTO;CPP
247815558;CAPITAN SARMIENTO;CPP
247815559;CAPITAN SARMIENTO;CPP
247815555;CAPITAN SARMIENTO;CPP
372515530;CAPITAN SOLARI;CPP
372515529;CAPITAN SOLARI;CPP
372515528;CAPITAN SOLARI;CPP
372515527;CAPITAN SOLARI;CPP
247515439;CARABELAS;CPP
225415537;CARILO;CPP
239515464;CARLOS CASARES;CPP
239515461;CARLOS CASARES;CPP
239515463;CARLOS CASARES;CPP
239515462;CARLOS CASARES;CPP
239515466;CARLOS CASARES;CPP
239515465;CARLOS CASARES;CPP
233815421;CARRO QUEMADO;CPP
292915417;CASBAS;CPP
292915416;CASBAS;CPP
344215617;CASEROS;CPP
344215619;CASEROS;CPP
344215618;CASEROS;CPP
340515498;CAYASTA;CPP
340515499;CAYASTA;CPP
234415496;CAZON;CPP
234415497;CAZON;CPP
344615346;CEIBAS;CPP
387156216;CERRILLOS;CPP
387156215;CERRILLOS;CPP
387156217;CERRILLOS;CPP
261152110;CHACRAS DE CORIA;CPP
354215482;CHANCANI;CPP
354215483;CHANCANI;CPP
354215484;CHANCANI;CPP
377415471;CHA?AR (PROV. CORRIENTES);CPP
377415470;CHA?AR (PROV. CORRIENTES);CPP
377415472;CHA?AR (PROV. CORRIENTES);CPP
346815596;CHA?AR LADEADO;CPP
346815597;CHA?AR LADEADO;CPP
346815598;CHA?AR LADEADO;CPP
346815599;CHA?AR LADEADO;CPP
346815600;CHA?AR LADEADO;CPP
377315502;CHAVARRIA;CPP
377315501;CHAVARRIA;CPP
377315500;CHAVARRIA;CPP
2396490;CHICLANA;SBT
387156223;CHICOANA;CPP
387156224;CHICOANA;CPP
3537399;CHILIBROSTE;SBT
228115637;CHILLAR;CPP
228115638;CHILLAR;CPP
294615459;CHIMPAY;CPP
294615460;CHIMPAY;CPP
294515628;CHOLILA;CPP
298215409;CLAROMECO;CPP
385155332;CLODOMIRA;CPP
385155331;CLODOMIRA;CPP
385155330;CLODOMIRA;CPP
344715526;COLON (PROV.  ENTRE RIOS);CPP
344715528;COLON (PROV.  ENTRE RIOS);CPP
344715527;COLON (PROV.  ENTRE RIOS);CPP
352515613;COLONIA CAROYA;CPP
352515614;COLONIA CAROYA;CPP
384415449;COLONIA DORA;CPP
235715415;COLONIA SERE;CPP
375115648;COLONIA VICTORIA;CPP
375115649;COLONIA VICTORIA;CPP
375115677;COLONIA VICTORIA;CPP
371615497;COMANDANTE FONTANA;CPP
371615494;COMANDANTE FONTANA;CPP
371615496;COMANDANTE FONTANA;CPP
2342497;COMODORO PY;SBT
234215543;COMODORO PY;CPP
2975114;COMODORO RIVADAVIA;MPP
2975112;COMODORO RIVADAVIA;MPP
2975115;COMODORO RIVADAVIA;MPP
2975113;COMODORO RIVADAVIA;MPP
265615459;CONCARAN;CPP
265615458;CONCARAN;CPP
378215469;CONCEPCION (PROV.  CORRIENTES);CPP
378215468;CONCEPCION (PROV.  CORRIENTES);CPP
378215467;CONCEPCION (PROV.  CORRIENTES);CPP
3865380;CONCEPCION (PROV. TUCUMAN);MPP
3865381;CONCEPCION (PROV. TUCUMAN);MPP
375815511;CONCEPCION DE LA SIERRA;CPP
375815513;CONCEPCION DE LA SIERRA;CPP
375815512;CONCEPCION DE LA SIERRA;CPP
345415439;CONSCRIPTO BERNARDI;CPP
2983667;COPETONAS;SBT
294515579;CORCOVADO;CPP
3517243;CORDOBA;MPP
3517245;CORDOBA;MPP
3517240;CORDOBA;MPP
3517244;CORDOBA;MPP
3517242;CORDOBA;MPP
3517241;CORDOBA;MPP
34215584;CORONDA;CPP
3426357;CORONDA;SBT
340215560;CORONEL BOGADO;CPP
340215559;CORONEL BOGADO;CPP
340215561;CORONEL BOGADO;CPP
340215558;CORONEL BOGADO;CPP
340215557;CORONEL BOGADO;CPP
2223485;CORONEL BRANDSEN;SBT
373515559;CORONEL DU GRATY;CPP
373515558;CORONEL DU GRATY;CPP
233115416;CORONEL HILARIO LAGOS;CPP
292215443;CORONEL PRINGLES;CPP
292215442;CORONEL PRINGLES;CPP
292215444;CORONEL PRINGLES;CPP
292215440;CORONEL PRINGLES;CPP
292215441;CORONEL PRINGLES;CPP
379154976;CORRIENTES;CPP
373115572;CORZUELA;CPP
373115571;CORZUELA;CPP
373115570;CORZUELA;CPP
354115319;COSQUIN;CPP
354115317;COSQUIN;CPP
354115315;COSQUIN;CPP
354115316;COSQUIN;CPP
354115318;COSQUIN;CPP
372115419;COTE LAI;CPP
372115409;COTE LAI;CPP
29915601;CUTRAL CO;CPP
294615490;DARWIN;CPP
2983668;DE LA GARMA;SBT
298315689;DE LA GARMA;CPP
234415478;DEL CARRIL;CPP
232015348;DEL VISO;CPP
232015345;DEL VISO;CPP
232015349;DEL VISO;CPP
232015347;DEL VISO;CPP
232015346;DEL VISO;CPP
231715584;DENNEHY;CPP
231715581;DENNEHY;CPP
231715583;DENNEHY;CPP
231715585;DENNEHY;CPP
231715582;DENNEHY;CPP
356415358;DEVOTO;CPP
356415359;DEVOTO;CPP
356415361;DEVOTO;CPP
356415362;DEVOTO;CPP
356415360;DEVOTO;CPP
34315526;DIAMANTE;CPP
295315486;DOBLAS;CPP
231715580;DUDIGNAC;CPP
388715486;EL AGUILAR;CPP
388715485;EL AGUILAR;CPP
387156222;EL CARRIL;CPP
387156221;EL CARRIL;CPP
387156220;EL CARRIL;CPP
385815477;EL CHARCO;CPP
385815480;EL CHARCO;CPP
385815478;EL CHARCO;CPP
385815479;EL CHARCO;CPP
371815647;EL ESPINILLO;CPP
371815646;EL ESPINILLO;CPP
387615545;EL GALPON;CPP
387615547;EL GALPON;CPP
387615546;EL GALPON;CPP
340715499;EL PARAISO;CPP
222915480;EL PATO;CPP
222915479;EL PATO;CPP
222915478;EL PATO;CPP
292115439;EL PERDIDO;CPP
375515389;EL SOBERBIO;CPP
375515391;EL SOBERBIO;CPP
375515390;EL SOBERBIO;CPP
375515392;EL SOBERBIO;CPP
375515359;EL SOBERBIO;CPP
375515358;EL SOBERBIO;CPP
235515581;EL TRIUNFO;CPP
385155333;EL ZANJON;CPP
346215365;ELORTONDO;CPP
346215366;ELORTONDO;CPP
346215367;ELORTONDO;CPP
346215368;ELORTONDO;CPP
346215369;ELORTONDO;CPP
233515412;EMBAJADOR MARTINI;CPP
